source,translation_A,translation_B,A,equal,B,label_A,label_B,text,text_type
Sie können Ihr Abonnement jederzeit zum Ende der bezahlten Laufzeit kündigen.,Può disdire il suo abbonamento in qualsiasi momento alla fine del periodo di abbonamento pagato.,È possibile disdire l'abbonamento in qualsiasi momento alla fine del periodo pagato.,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_2.txt,instructions
"Damit wir Ihre Kündigung rechtzeitig bearbeiten können, muss diese spätestens 5 Tage vor Ablauf der Laufzeit bei uns im Leserservice eintreffen.","Per permetterci di elaborare la sua disdetta in tempo, questa deve pervenire al nostro servizio clienti entro 5 giorni dalla scadenza del periodo di abbonamento.","Per garantire la tempestività della cancellazione, questa deve pervenire al nostro servizio di lettura almeno 5 giorni prima della scadenza.",FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_2.txt,instructions
Abonnemente mit monatlicher Laufzeit können Sie online in Ihrem Benutzerkonto kündigen.,Gli abbonamenti mensili possono essere disdetti online accedendo al proprio account.,Gli abbonamenti con durata mensile possono essere annullati online nel proprio account utente.,TRUE,FALSE,FALSE,Supertext,DeepL,de-CH_inst_2.txt,instructions
In allen anderen Fällen nehmen wir Ihre Kündigung gerne unter +41 44 258 10 00 entgegen.,"In tutti gli altri casi, siamo lieti di ricevere la sua disdetta al numero +41 44 258 10 00.","In tutti gli altri casi, saremo lieti di accettare la disdetta al numero +41 44 258 10 00.",TRUE,FALSE,FALSE,Supertext,DeepL,de-CH_inst_2.txt,instructions
,,,,,,,,,
"Falls Sie die Zeitung ab sofort nicht mehr beziehen möchten, können Sie diese bis zum Ablauf des Abonnements einer Person Ihrer Wahl zukommen lassen.","Se non desidera più ricevere il giornale, può farlo recapitare a una persona di sua scelta fino alla scadenza dell'abbonamento.","Se non si desidera più ricevere il giornale con effetto immediato, è possibile inviarlo a una persona di propria scelta fino alla scadenza dell'abbonamento.",FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_2.txt,instructions
Die vorzeitige Auflösung des Abonnements oder der Bezug des Restguthabens ist nicht möglich.,Non è possibile risolvere anticipatamente l'abbonamento o richiedere il rimborso del credito residuo.,Non è possibile disdire l'abbonamento prima del tempo o ritirare il saldo.,TRUE,FALSE,FALSE,Supertext,DeepL,de-CH_inst_2.txt,instructions
,,,,,,,,,
Welche Bezahlmöglichkeiten habe ich?,Quali sono le opzioni di pagamento?,Quali sono i metodi di pagamento disponibili?,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
,,,,,,,,,
"Sie können Ihr Abonnement bequem mittels E-Rechnung (keine Monatsabos) über Ihr Onlinebanking, Kreditkarte (Visa und Mastercard) oder auf Rechnung (via E-Mail oder Post) bezahlen.","Potete pagare il vostro abbonamento comodamente tramite e-fattura (senza abbonamenti mensili) tramite il vostro online banking, carta di credito (Visa e Mastercard) o fattura (via e-mail o per posta).","Può pagare il suo abbonamento in modo semplice e comodo tramite e-bill (senza abbonamento mensile), bonifico bancario online, carta di credito (Visa e Mastercard) o conto (via e-mail o posta).",TRUE,FALSE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
,,,,,,,,,
Bei Bestellungen über nzz.ch/abo stehen Ihnen folgende Bezahlmöglichkeiten zur Verfügung:,"Quando ordinate tramite nzz.ch/abbonamenti, avete le seguenti opzioni di pagamento:","Per gli ordini effettuati su nzz.ch/abo, sono disponibili i seguenti metodi di pagamento:",FALSE,FALSE,TRUE,DeepL,Supertext,de-CH_inst_3.txt,instructions
,,,,,,,,,
Monatsabonnemente,Abbonamenti mensili,Abbonamenti mensili,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
- Visa und Mastercard,- Visa e Mastercard,- Visa e Mastercard,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
- PayPal,- PayPal,- PayPal,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
- Twint,- Twint,- Twint,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
,,,,,,,,,
Jahresabonnemente,Abbonamenti annuali,Abbonamenti annuali,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
- Visa und Mastercard,- Visa e Mastercard,- Visa e Mastercard,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
- PayPal,- PayPal,- PayPal,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
- Twint,- Twint,- Twint,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
- Postfinance Card (nur bei Erstbestellung),- Postfinance Card (solo per il primo ordine),- Carta Postfinance (solo per nuovi ordini),TRUE,FALSE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
- Rechnung (E-Mail oder Post),- Fattura (e-mail o posta),- Conto (via e-mail o posta),FALSE,FALSE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
,,,,,,,,,
Hinweis:,Attenzione:,Nota:,FALSE,FALSE,TRUE,DeepL,Supertext,de-CH_inst_3.txt,instructions
,,,,,,,,,
"Bei Erstbestellung und Zahlung mittels Kreditkarte oder Paypal, werden zunächst die angegebenen Daten durch eine Autorisierung überprüft und die Zahlung reserviert.","Per gli ordini iniziali e i pagamenti con carta di credito o PayPal, i dati forniti saranno prima controllati da un'autorizzazione e il pagamento sarà riservato.","Al momento dell'ordine e del pagamento con carta di credito o PayPal, i dati forniti vengono verificati tramite un'autorizzazione e il pagamento viene riservato.",FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
Diese Reservation stellt keine effektive Abbuchung dar.,Questa prenotazione non costituisce un vero e proprio addebito diretto.,Questa riserva non rappresenta un addebito effettivo.,TRUE,FALSE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
Die Abbuchung nach Auftragsbeginn ersetzt die Reservation (Kreditkarte) resp. Autorisierung (Paypal).,L'addebito successivo all'inizio dell'ordine sostituisce la prenotazione (carta di credito) o l'autorizzazione (PayPal).,L'addebito effettivo (carta di credito) o l'autorizzazione (PayPal) si applica solo dopo l'inizio del servizio.,TRUE,FALSE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
"Sollte die Bestellung nicht verarbeitet werden können, verfällt diese Reservation/Autorisierung automatisch.","Se l'ordine non può essere evaso, la prenotazione/autorizzazione decade automaticamente.","Se l'ordine non può essere elaborato, la riserva/autorizzazione scade automaticamente.",TRUE,FALSE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
,,,,,,,,,
E-Rechnung / E-Bill,E-fattura / E-bill,Bolletta elettronica / e-fattura,TRUE,FALSE,FALSE,Supertext,DeepL,de-CH_inst_4.txt,instructions
,,,,,,,,,
"Die E-Rechnung/E-Bill empfangen Sie dort, wo Sie diese bezahlen: direkt in Ihrem E-Banking.",L’E-fattura/E-bill le viene consegnata nel luogo in cui la pagate: direttamente nel vostro E-Banking.,Ricevete la e-fattura/e-fattura dove la pagate: direttamente nel vostro e-banking.,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_4.txt,instructions
"Mit wenigen Mausklicks prüfen und bezahlen Sie die E-Rechnung – einfach, bequem und schnell.","Con pochi clic del mouse potete controllare e pagare l’E-fattura in modo semplice, comodo e rapido.","Potete controllare e pagare la e-fattura con pochi clic del mouse - in modo semplice, comodo e veloce.",TRUE,FALSE,FALSE,Supertext,DeepL,de-CH_inst_4.txt,instructions
Dank E-Rechnung sparen Sie viel Zeit und Papier.,Grazie all’E-fattura risparmiate molto tempo e carta.,"Grazie all'e-fattura, risparmiate molto tempo e carta.",FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_4.txt,instructions
,,,,,,,,,
So funktioniert es:,Come funziona:,Ecco come funziona:,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_4.txt,instructions
,,,,,,,,,
"1. Im E-Banking einloggen und für den Dienst «E-Rechnung», sofern nicht bereits aktiviert, unter dem gleichnamigen Menüpunkt anmelden.","1. Accedete al vostro E-Banking e, se non è già attivo, iscrivetevi al servizio E-fattura dal menu corrispondente.","1. accedere all'e-banking e registrarsi al servizio “e-fattura”, se non ancora attivato, alla voce di menu omonima.",FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_4.txt,instructions
2. Unter den Rechnungsstellern «Neue Zürcher Zeitung» suchen und auswählen.,"2. Trovate e selezionate il fornitore di fatture ""Neue Zürcher Zeitung"".",2. cercate “Neue Zürcher Zeitung” tra gli emittenti di fatture e selezionatelo.,FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_4.txt,instructions
3. Zur Anmeldung Kundennummer eingeben (diese finden Sie auf der Rechnung und in Ihrem Benutzerkonto).,3. Inserite il numero di cliente (che potete trovare sulla fattura e nel vostro profilo) per completare l'iscrizione.,3. Inserite il vostro numero cliente per accedere (lo troverete sulla fattura e nel vostro account utente).,TRUE,FALSE,FALSE,Supertext,DeepL,de-CH_inst_4.txt,instructions
,,,,,,,,,
Hinweis:,Nota:,Attenzione:,TRUE,FALSE,FALSE,Supertext,DeepL,de-CH_inst_4.txt,instructions
,,,,,,,,,
Monatsabonnemente können nicht per E-Rechnung / E-Bill gezahlt werden.,Gli abbonamenti mensili non possono essere pagati con E-fattura/E-bill.,Gli abbonamenti mensili non possono essere pagati tramite e-fattura.,TRUE,FALSE,FALSE,Supertext,DeepL,de-CH_inst_4.txt,instructions
,,,,,,,,,
Ich kann mich nicht ins NZZ-E-Paper einloggen.,Non riesco ad accedere al NZZ-E-Paper.,Non riesco ad accedere al giornale elettronico della NZZ.,FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_5.txt,instructions
,,,,,,,,,
Passwort vergessen,Ho dimenticato la password,Password dimenticata,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_5.txt,instructions
,,,,,,,,,
"Wenn Sie Ihr Passwort vergessen haben, können Sie unter Passwort vergessen ein neues anfordern.","Se ha dimenticato la password, può richiederne una nuova cliccando su Ho dimenticato la password.","Se avete dimenticato la vostra password, potete richiederne una nuova alla voce Password dimenticata.",TRUE,FALSE,FALSE,Supertext,DeepL,de-CH_inst_5.txt,instructions
,,,,,,,,,
Fehlermeldung: Es ist ein unerwarteter Fehler aufgetreten,Errore: Si è verificato un errore imprevisto,Messaggio di errore: Si è verificato un errore imprevisto,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_5.txt,instructions
,,,,,,,,,
"Bitte prüfen Sie, dass Datum und Uhrzeit auf Ihrem Gerät aktuell sind.",Si assicuri che la data e l'ora sul suo dispositivo siano corrette.,Verificate che la data e l'ora del vostro dispositivo siano aggiornate.,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_5.txt,instructions
"Weicht Ihre Uhrzeit (+/- 5 Min.) von der aktuellen Uhrzeit ab, ist eine Anmeldung nicht möglich.","Se l'ora sul dispositivo differisce da quella attuale di più di 5 minuti (+/- 5 min.), non sarà possibile accedere al NZZ-E-Paper.","Se la vostra ora differisce (+/- 5 minuti) da quella attuale, non è possibile effettuare il login.",TRUE,FALSE,FALSE,Supertext,DeepL,de-CH_inst_5.txt,instructions
Diese Regelung dient zu Ihrem und unserem Schutz und wird von der Internet-Engineering-Task-Force (IETF®) empfohlen.,Questa misura è stata introdotta per la sicurezza di tutti e viene raccomandata dal gruppo di lavoro Internet Engineering Task Force (IETF®).,"Questa regola, raccomandata dall'Internet Engineering Task Force (IETF®), serve a proteggere voi e noi.",FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_5.txt,instructions
,,,,,,,,,
Wir empfehlen Ihnen die Zeit- und Zeitzonen Ihres Tablet/Smartphone über die Systemeinstellungen auf automatisch zu setzen.,Le consigliamo di impostare l'ora e il fuso orario del vostro tablet/smartphone sulle impostazioni di sistema automatiche.,Si consiglia di impostare l'ora e i fusi orari del tablet/smartphone su automatico tramite le impostazioni di sistema.,FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_5.txt,instructions
,,,,,,,,,
E-Mail-Adresse oder Passwort sind nicht korrekt,Indirizzo e-mail o password errati,L'indirizzo e-mail o la password non sono corretti,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_5.txt,instructions
,,,,,,,,,
"Bitte verwenden Sie nicht die automatische Füllfunktion für die Eingabe Ihres Benutzernamen und Passwort, sondern geben diese manuell ein.","Non usi la funzione di autocompletamento per inserire il nome utente e la password, ma inserisca manualmente i dati.","Non utilizzare la funzione di riempimento automatico per inserire il nome utente e la password, ma inserirli manualmente.",FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_5.txt,instructions
,,,,,,,,,
"Ist eine Anmeldung dann immer noch nicht möglich, steht Ihnen unser Leserservice gerne zur Verfügung.","Se non riesce ancora ad accedere, il nostro servizio clienti sarà lieto di aiutarla.","Se ancora non riuscite ad accedere, il nostro servizio di lettura sarà lieto di aiutarvi.",TRUE,FALSE,FALSE,Supertext,DeepL,de-CH_inst_5.txt,instructions
,,,,,,,,,
Wer kann auf das Archiv 1780 zugreifen?,Chi può accedere all'Archivio 1780?,Chi può accedere all'archivio 1780?,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_6.txt,instructions
,,,,,,,,,
Das Archiv ist kostenpflichtig.,L'Archivio è a pagamento.,L'archivio è a pagamento.,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_6.txt,instructions
"Wenn Sie ein Abonnement der «Neuen Zürcher Zeitung» haben, können Sie kostenlos darauf zugreifen.","Se è abbonato alla ""Neuen Zürcher Zeitung"", può accedere gratuitamente all'Archivio.",Chi è abbonato alla “Neue Zürcher Zeitung” può accedervi gratuitamente.,FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_6.txt,instructions
Als Nicht-Abonnent können Sie Inhalte gegen Bezahlung per Kreditkarte abrufen.,"Se non è abbonato, può accedere a pagine e articoli a pagamento utilizzando una carta di credito.","Se non siete abbonati, potete accedere ai contenuti dietro pagamento con carta di credito.",FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_6.txt,instructions
,,,,,,,,,
Sie haben keines unserer Produkte abonniert?,Non ha sottoscritto nessuno dei nostri prodotti?,Non siete abbonati a nessuno dei nostri prodotti?,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_6.txt,instructions
Dann haben Sie die Möglichkeit über www.swissdox.ch oder über die Zentralbibliothek sowie das Staatsarchiv Zürich ältere Artikel/Ausgaben zu erwerben.,Allora può acquistare articoli/edizioni più vecchie tramite www.swissdox.ch o la Biblioteca Centrale e l'Archivio di Stato di Zurigo.,Allora avete la possibilità di acquistare gli articoli/le edizioni più vecchie tramite www.swissdox.ch o tramite la Biblioteca centrale e l'Archivio di Stato di Zurigo.,TRUE,FALSE,FALSE,Supertext,DeepL,de-CH_inst_6.txt,instructions
,,,,,,,,,
"- www.swissdox.ch: In dieser öffentlich zugänglichen Datenbank finden Sie verschiedene Schweizer Publikationen, so auch Artikel (keine Seiten) der NZZ ab ca. 1996 und Artikel der NZZ am Sonntag.","- www.swissdox.ch: In questa banca dati accessibile al pubblico sono disponibili diverse pubblicazioni svizzere, tra cui articoli (senza pagine) della NZZ a partire dal 1996 e articoli della NZZ am Sonntag.","- www.swissdox.ch: in questo database accessibile al pubblico troverete diverse pubblicazioni svizzere, tra cui articoli (senza pagine) della NZZ a partire dal 1996 circa e articoli della NZZ am Sonntag.",FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_6.txt,instructions
Als Zugehörige/r einer Hochschule oder Universität können Sie via Ihr Sekretariates oder Ihre Mediothek einen kostenlosen Zugang erhalten.,"Se fa parte di un'università o di un istituto di istruzione superiore, può richiedere l'accesso gratuito tramite il suo segretariato o la biblioteca.","Se siete membri di una scuola o di un'università, potete ottenere l'accesso gratuito tramite la vostra segreteria o il vostro centro multimediale.",FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_6.txt,instructions
- Zentralbibliothek Zürich und Staatsarchiv Zürich: In diesen Bibliotheken finden Sie Mikrofilme der NZZ von 1780 bis heute.,- Biblioteca Centrale e Archivio di Stato di Zurigo: In queste biblioteche sono disponibili microfilm della NZZ dal 1780 ad oggi.,- Biblioteca centrale di Zurigo e Archivio di Stato di Zurigo: in queste biblioteche si trovano i microfilm della NZZ dal 1780 a oggi.,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_6.txt,instructions
Bitte wenden Sie sich auch bezüglich Recherchen in Originalbänden direkt an die jeweilige Bibliothek.,"Per ulteriori informazioni e per accedere agli originali, si prega di contattare direttamente la Biblioteca Centrale o l'Archivio di Stato di Zurigo.","Per la ricerca di volumi originali, rivolgersi direttamente alle rispettive biblioteche.",TRUE,FALSE,FALSE,Supertext,DeepL,de-CH_inst_6.txt,instructions
,,,,,,,,,
Was ist The Market?,Che cos'è The Market?,Che cos'è The Market?,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_7.txt,instructions
,,,,,,,,,
"The Market ist ein digitales Finanzmagazin, das sich mit Einordnung, Analyse und Meinung zum Geschehen an den internationalen Finanzmärkten an Anlegerinnen und Anleger richtet.","The Market è una rivista finanziaria digitale rivolta agli investitori con classificazioni, analisi e opinioni sugli eventi dei mercati finanziari internazionali.","The Market è un magazine finanziario digitale che si rivolge agli investitori con analisi, contesto e opinioni sugli sviluppi dei mercati finanziari internazionali.",TRUE,FALSE,FALSE,DeepL,Supertext,de-CH_inst_7.txt,instructions
"The Market wurde 2019 als Gemeinschaftsunternehmen von Mark Dittli, sechs weiteren Aktionären und der NZZ gegründet; Ende 2023 erfolgte die vollständige Übernahme von The Market durch die NZZ.","The Market è stato fondato nel 2019 come joint venture tra Mark Dittli, altri sei azionisti e la NZZ; The Market è stato completamente acquisito dalla NZZ alla fine del 2023.","The Market è stato fondato nel 2019 come joint venture tra Mark Dittli, sei altri azionisti e la NZZ; alla fine del 2023 la NZZ ha acquisito il completo controllo del magazine.",FALSE,FALSE,TRUE,DeepL,Supertext,de-CH_inst_7.txt,instructions
,,,,,,,,,
Ihre Vorteile als The Market-Abonnent:,I vostri vantaggi come abbonati a The Market:,I vantaggi di un abbonamento a The Market:,FALSE,FALSE,TRUE,DeepL,Supertext,de-CH_inst_7.txt,instructions
- Konkrete investierbare Anlageempfehlungen,- Raccomandazioni d'investimento specifiche e investibili,- Raccomandazioni concrete sugli investimenti,FALSE,FALSE,TRUE,DeepL,Supertext,de-CH_inst_7.txt,instructions
- Verschiedene Musterportfolios,- Vari portafogli modello,- Diversi portafogli modello,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_7.txt,instructions
"- Analyse, Einordnung und Meinung zu den Finanzmärkten","- Analisi, classificazione e opinioni sui mercati finanziari","- Analisi, contesto e opinioni sui mercati finanziari",TRUE,FALSE,FALSE,DeepL,Supertext,de-CH_inst_7.txt,instructions
- Exklusive Interviews,- Interviste esclusive,- Interviste esclusive,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_7.txt,instructions
- Premium-Newsletter für Abonnenten,- Newsletter premium per gli abbonati,- Newsletter premium per gli abbonati,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_7.txt,instructions
- Teilnahme an Video Live Sessions mit der Redaktion,- Partecipazione a sessioni video in diretta con il team editoriale,- Partecipazione a sessioni video in diretta con la redazione,FALSE,FALSE,TRUE,DeepL,Supertext,de-CH_inst_7.txt,instructions
- Echtzeit-Daten der SIX Swiss Exchange,- Dati in tempo reale dal SIX Swiss Exchange,- Dati in tempo reale della SIX Swiss Exchange,TRUE,FALSE,FALSE,DeepL,Supertext,de-CH_inst_7.txt,instructions
,,,,,,,,,
Kann ich die Zustellung der Zeitung unterbrechen?,Posso sospendere la consegna della mia copia stampata?,Posso interrompere la consegna del giornale?,FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_8.txt,instructions
,,,,,,,,,
"Ja, es ist jedoch nur möglich, die Zustellung der gedruckten Zeitung zu unterbrechen, davon ausgenommen sind Probeabonnements mit einer Laufzeit von unter einem halben Jahr.","Sì, è possibile sospendere la consegna della copia stampata, ad eccezione degli abbonamenti di prova con una durata inferiore a sei mesi.","Sì, ma è possibile interrompere la consegna del giornale stampato, ad eccezione degli abbonamenti di prova di durata inferiore a sei mesi.",TRUE,FALSE,FALSE,Supertext,DeepL,de-CH_inst_8.txt,instructions
,,,,,,,,,
Sie können die Zustellung Ihrer Print-Ausgabe online in Ihrem Benutzerkonto oder mit einer Nachricht an unseren Leserservice unterbrechen lassen.,Può sospendere la consegna della sua copia stampata accedendo al suo account utente o contattando il nostro servizio clienti.,È possibile interrompere la consegna dell'edizione cartacea online nel proprio account utente o inviando un messaggio al nostro servizio lettori.,FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_8.txt,instructions
Teilen Sie sie uns den Unterbruch mindestens zehn Tage im Voraus mit.,La preghiamo di comunicarci la sospensione almeno dieci giorni prima.,Vi preghiamo di informarci dell'interruzione con almeno dieci giorni di anticipo.,FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_8.txt,instructions
,,,,,,,,,
"Während der Unterbrechung haben Sie weiterhin uneingeschränkten Zugang zu allen digitalen Inhalten Ihres Abos auf www.NZZ.ch, in der NZZ-App und inklusive E-Paper.","Durante la sospensione, avrà accesso illimitato a tutti i contenuti digitali del suo abbonamento su www.NZZ.ch, nell'app NZZ e nell'e-paper.","Durante l'interruzione, continuerete ad avere accesso illimitato a tutti i contenuti digitali del vostro abbonamento su www.NZZ.ch, nell'app NZZ e anche nell'e-paper.",FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_8.txt,instructions
Die unterbrochenen Tage können Ihnen deshalb nicht gutgeschrieben werden.,I giorni di sospensione non le saranno quindi addebitati.,I giorni di interruzione non potranno quindi esservi accreditati.,FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_8.txt,instructions
,,,,,,,,,
"Für Unterbrechungen, die Sie uns telefonisch oder schriftlich per E-Mail, Brief oder Fax mitteilen, erheben wir eine Bearbeitungsgebühr von CHF 8.–.","Per le sospensioni comunicate telefonicamente o per iscritto via e-mail, lettera o fax, addebitiamo una tassa di gestione di CHF 8.-.","Per le interruzioni comunicate per telefono o per iscritto tramite e-mail, lettera o fax, addebitiamo una tassa di elaborazione di 8 franchi.",TRUE,FALSE,FALSE,Supertext,DeepL,de-CH_inst_8.txt,instructions
"Unterbrechungen, die Sie selbst in Ihrem Benutzerkonto erfassen, sind kostenlos.",Le sospensioni che lei stessa inserisce nel suo account utente sono gratuite.,Le interruzioni inserite personalmente nel vostro account utente sono gratuite.,FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_8.txt,instructions
,,,,,,,,,
Wie kann ich die NZZ als Startseite festlegen?,Come posso impostare la NZZ come pagina iniziale?,Come posso impostare NZZ come pagina iniziale?,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_9.txt,instructions
,,,,,,,,,
Öffnen Sie Ihren Browser:,Aprire il browser:,Apri il tuo browser:,TRUE,FALSE,FALSE,DeepL,Supertext,de-CH_inst_9.txt,instructions
"- Stellen Sie sicher, dass der Browser geöffnet ist, den Sie verwenden möchten (z.B. Google Chrome, Mozilla Firefox, Microsoft Edge, Safari).","- Assicurarsi che il browser che si desidera utilizzare sia aperto (ad es. Google Chrome, Mozilla Firefox, Microsoft Edge, Safari).","- Assicurati che il browser che desideri utilizzare (ad esempio Google Chrome, Mozilla Firefox, Microsoft Edge, Safari) sia aperto.",TRUE,FALSE,FALSE,DeepL,Supertext,de-CH_inst_9.txt,instructions
,,,,,,,,,
Gehen Sie zu den Einstellungen:,Andare alle impostazioni:,Accedi alle impostazioni:,FALSE,FALSE,TRUE,DeepL,Supertext,de-CH_inst_9.txt,instructions
"- In den meisten Browsern finden Sie die Einstellungen oder Optionen im Menü oben rechts, oft dargestellt durch drei Punkte (?) oder Striche (≡).","- Nella maggior parte dei browser, le impostazioni o le opzioni si trovano nel menu in alto a destra, spesso rappresentato da tre punti (?) o trattini (≡).","- In molti browser, le impostazioni o le opzioni si trovano nel menu in alto a destra, spesso rappresentato da tre punti (?) o tre linee (≡).",TRUE,FALSE,FALSE,DeepL,Supertext,de-CH_inst_9.txt,instructions
