source,translation_A,translation_B,A,equal,B,label_A,label_B,text,text_type
"- Ist es Ihnen möglich, uns einen Screenshot des besagten Fehlers zukommen zu lassen?",- Pouvez-vous nous envoyer une capture d'écran du problème?,- Est-il possible de nous faire parvenir une capture d'écran de l'erreur en question ?,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_1.txt,instructions
,,,,,,,,,
Wie kann ich mein Abonnement kündigen?,Comment résilier mon abonnement?,Comment puis-je résilier mon abonnement ?,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_2.txt,instructions
,,,,,,,,,
Sie können Ihr Abonnement jederzeit zum Ende der bezahlten Laufzeit kündigen.,Vous pouvez résilier votre abonnement à tout moment avant la fin de la période payée.,Vous pouvez résilier votre abonnement à tout moment à la fin de la période payée.,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_2.txt,instructions
"Damit wir Ihre Kündigung rechtzeitig bearbeiten können, muss diese spätestens 5 Tage vor Ablauf der Laufzeit bei uns im Leserservice eintreffen.","Pour que nous puissions traiter votre demande à temps, celle-ci doit nous parvenir au plus tard 5 jours avant la fin de la période payée.","Pour que nous puissions traiter votre résiliation à temps, celle-ci doit nous parvenir au service des lecteurs au plus tard 5 jours avant l'expiration de la durée.",FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_2.txt,instructions
Abonnemente mit monatlicher Laufzeit können Sie online in Ihrem Benutzerkonto kündigen.,Les abonnements mensuels peuvent être résiliés en ligne dans votre compte utilisateur.,Les abonnements à durée mensuelle peuvent être résiliés en ligne dans votre compte d'utilisateur.,TRUE,FALSE,FALSE,Supertext,DeepL,de-CH_inst_2.txt,instructions
In allen anderen Fällen nehmen wir Ihre Kündigung gerne unter +41 44 258 10 00 entgegen.,"Dans tous les autres cas, nous acceptons votre résiliation au +41 44 258 10 00.","Dans tous les autres cas, nous acceptons volontiers votre résiliation au +41 44 258 10 00.",FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_2.txt,instructions
,,,,,,,,,
"Falls Sie die Zeitung ab sofort nicht mehr beziehen möchten, können Sie diese bis zum Ablauf des Abonnements einer Person Ihrer Wahl zukommen lassen.","Si vous ne souhaitez plus recevoir le journal à partir d'une date donnée, vous pouvez le faire envoyer à une personne de votre choix jusqu'à la fin de la période d'abonnement.","Si vous ne souhaitez plus recevoir le journal dès maintenant, vous pouvez le faire parvenir à la personne de votre choix jusqu'à l'expiration de l'abonnement.",FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_2.txt,instructions
Die vorzeitige Auflösung des Abonnements oder der Bezug des Restguthabens ist nicht möglich.,Il n'est pas possible de résilier l'abonnement avant la fin de la période payée ou de récupérer le solde de l'abonnement.,La résiliation anticipée de l'abonnement ou le retrait du solde n'est pas possible.,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_2.txt,instructions
,,,,,,,,,
Welche Bezahlmöglichkeiten habe ich?,Quelles sont mes possibilités de paiement ?,Quelles sont les possibilités de paiement?,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
,,,,,,,,,
"Sie können Ihr Abonnement bequem mittels E-Rechnung (keine Monatsabos) über Ihr Onlinebanking, Kreditkarte (Visa und Mastercard) oder auf Rechnung (via E-Mail oder Post) bezahlen.","Vous pouvez payer facilement votre abonnement par e-facture (pas d'abonnement mensuel) via votre banque en ligne, par carte de crédit (Visa et Mastercard) ou sur facture (par e-mail ou par courrier).","Vous pouvez payer votre abonnement confortablement par e-banking (pas d'abonnement mensuel), carte de crédit (Visa et Mastercard) ou facture (par e-mail ou par courrier).",TRUE,FALSE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
,,,,,,,,,
Bei Bestellungen über nzz.ch/abo stehen Ihnen folgende Bezahlmöglichkeiten zur Verfügung:,"Pour les commandes via nzz.ch/abo, vous disposez des possibilités de paiement suivantes :",Les abonnements commandés sur nzz.ch/abo peuvent être payés comme suit:,TRUE,FALSE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
,,,,,,,,,
Monatsabonnemente,Abonnements mensuels,Abonnements mensuels,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
- Visa und Mastercard,- Visa et Mastercard,- Visa et Mastercard,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
- PayPal,- PayPal,- PayPal,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
- Twint,- Twint,- Twint,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
,,,,,,,,,
Jahresabonnemente,Abonnements annuels,Abonnements annuels,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
- Visa und Mastercard,- Visa et Mastercard,- Visa et Mastercard,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
- PayPal,- PayPal,- PayPal,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
- Twint,- Twint,- Twint,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
- Postfinance Card (nur bei Erstbestellung),- Postfinance Card (uniquement lors de la première commande),- Carte Postfinance (seulement pour les premières commandes),TRUE,FALSE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
- Rechnung (E-Mail oder Post),- Facture (e-mail ou courrier),- Facture (par e-mail ou par courrier),FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
,,,,,,,,,
Hinweis:,Remarque :,Remarque:,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
,,,,,,,,,
"Bei Erstbestellung und Zahlung mittels Kreditkarte oder Paypal, werden zunächst die angegebenen Daten durch eine Autorisierung überprüft und die Zahlung reserviert.","Lors d'une première commande et d'un paiement par carte de crédit ou Paypal, les données indiquées sont d'abord vérifiées par une autorisation et le paiement est réservé.","Lors d'une première commande et d'un paiement par carte de crédit ou PayPal, les données fournies sont d'abord vérifiées par une autorisation et le paiement est réservé.",FALSE,FALSE,TRUE,DeepL,Supertext,de-CH_inst_3.txt,instructions
Diese Reservation stellt keine effektive Abbuchung dar.,Cette réservation ne constitue pas un prélèvement effectif.,Cette réservation n'est pas un prélèvement effectif.,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
Die Abbuchung nach Auftragsbeginn ersetzt die Reservation (Kreditkarte) resp. Autorisierung (Paypal).,Le prélèvement après le début de la commande remplace la réservation (carte de crédit) ou l'autorisation (Paypal).,Le prélèvement est effectué après le début de l'abonnement et remplace la réservation (carte de crédit) ou l'autorisation (PayPal).,TRUE,FALSE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
"Sollte die Bestellung nicht verarbeitet werden können, verfällt diese Reservation/Autorisierung automatisch.","Si la commande ne peut pas être traitée, cette réservation/autorisation expire automatiquement.","Si la commande ne peut être traitée, la réservation/autorisation est automatiquement annulée.",FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_3.txt,instructions
,,,,,,,,,
E-Rechnung / E-Bill,Facture électronique / E-Bill,E-facture / e-bill,TRUE,FALSE,FALSE,Supertext,DeepL,de-CH_inst_4.txt,instructions
,,,,,,,,,
"Die E-Rechnung/E-Bill empfangen Sie dort, wo Sie diese bezahlen: direkt in Ihrem E-Banking.",Vous recevrez la facture électronique/E-Bill au même endroit où vous la paierez: directement dans votre E-Banking.,Vous recevez l'e-facture / e-bill là où vous la payez : directement dans votre e-banking.,FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_4.txt,instructions
"Mit wenigen Mausklicks prüfen und bezahlen Sie die E-Rechnung – einfach, bequem und schnell.","En quelques clics de souris, vous pouvez vérifier et payer votre facture électronique - rapidement, facilement et sans effort.","En quelques clics de souris, vous vérifiez et payez l'e-facture - de manière simple, pratique et rapide.",TRUE,FALSE,FALSE,Supertext,DeepL,de-CH_inst_4.txt,instructions
Dank E-Rechnung sparen Sie viel Zeit und Papier.,"Avec la facture électronique, vous économisez beaucoup de temps et de papier.","Grâce à l'e-facture, vous économisez beaucoup de temps et de papier.",TRUE,FALSE,FALSE,Supertext,DeepL,de-CH_inst_4.txt,instructions
,,,,,,,,,
So funktioniert es:,Voici comment cela fonctionne:,Voici comment cela fonctionne :,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_4.txt,instructions
,,,,,,,,,
"1. Im E-Banking einloggen und für den Dienst «E-Rechnung», sofern nicht bereits aktiviert, unter dem gleichnamigen Menüpunkt anmelden.","1. Se connecter à l'E-Banking et s'inscrire au service ""Facture électronique"" sous le menu correspondant, si ce n'est pas déjà fait.","1. se connecter à l'e-banking et s'inscrire au service « e-facture », s'il n'est pas déjà activé, sous le point de menu du même nom.",FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_4.txt,instructions
2. Unter den Rechnungsstellern «Neue Zürcher Zeitung» suchen und auswählen.,"2. Rechercher et sélectionner le fournisseur de factures ""Neue Zürcher Zeitung"".",2. rechercher et sélectionner « Neue Zürcher Zeitung » parmi les émetteurs de factures.,FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_4.txt,instructions
3. Zur Anmeldung Kundennummer eingeben (diese finden Sie auf der Rechnung und in Ihrem Benutzerkonto).,3. Saisir le numéro de client (que vous trouverez sur la facture et dans votre compte utilisateur) pour vous inscrire.,3. saisir le numéro de client pour l'inscription (vous le trouverez sur la facture et dans votre compte d'utilisateur).,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_4.txt,instructions
,,,,,,,,,
Hinweis:,Remarque:,Remarque :,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_4.txt,instructions
,,,,,,,,,
Monatsabonnemente können nicht per E-Rechnung / E-Bill gezahlt werden.,Les abonnements mensuels ne peuvent pas être payés par facture électronique/E-Bill.,Les abonnements mensuels ne peuvent pas être payés par e-facture / e-bill.,TRUE,FALSE,FALSE,Supertext,DeepL,de-CH_inst_4.txt,instructions
,,,,,,,,,
Ich kann mich nicht ins NZZ-E-Paper einloggen.,Je ne peux pas accéder au NZZ-E-Paper.,Je ne peux pas me connecter à l'e-paper NZZ.,FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_5.txt,instructions
,,,,,,,,,
Passwort vergessen,Mot de passe oublié,Mot de passe oublié,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_5.txt,instructions
,,,,,,,,,
"Wenn Sie Ihr Passwort vergessen haben, können Sie unter Passwort vergessen ein neues anfordern.","Si vous avez oublié votre mot de passe, vous pouvez en demander un nouveau en cliquant sur Mot de passe oublié.","Si vous avez oublié votre mot de passe, vous pouvez en demander un nouveau sous Mot de passe oublié.",FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_5.txt,instructions
,,,,,,,,,
Fehlermeldung: Es ist ein unerwarteter Fehler aufgetreten,Erreur: Une erreur inattendue s'est produite,Message d'erreur : Une erreur inattendue est survenue.,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_5.txt,instructions
,,,,,,,,,
"Bitte prüfen Sie, dass Datum und Uhrzeit auf Ihrem Gerät aktuell sind.",Veuillez vérifier que la date et l'heure sur votre appareil sont à jour.,Veuillez vérifier que la date et l'heure sont à jour sur votre appareil.,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_5.txt,instructions
"Weicht Ihre Uhrzeit (+/- 5 Min.) von der aktuellen Uhrzeit ab, ist eine Anmeldung nicht möglich.","Si votre heure (+/- 5 min) ne correspond pas à l'heure actuelle, vous ne pourrez pas vous connecter.","Si votre heure diffère (+/- 5 min.) de l'heure actuelle, la connexion n'est pas possible.",FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_5.txt,instructions
Diese Regelung dient zu Ihrem und unserem Schutz und wird von der Internet-Engineering-Task-Force (IETF®) empfohlen.,"Cette mesure est appliquée pour votre sécurité et celle de la NZZ, et est recommandée par la Task Force d'ingénierie Internet (IETF®).",Cette règle sert à votre et à notre protection et est recommandée par l'Internet Engineering Task-Force (IETF®).,FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_5.txt,instructions
,,,,,,,,,
Wir empfehlen Ihnen die Zeit- und Zeitzonen Ihres Tablet/Smartphone über die Systemeinstellungen auf automatisch zu setzen.,Nous vous conseillons de régler l'heure et la zone horaire de votre tablette/smartphone sur automatique dans les paramètres système.,Nous vous recommandons de régler les fuseaux horaires de votre tablette/smartphone sur automatique via les paramètres système.,FALSE,TRUE,TRUE,Supertext,DeepL,de-CH_inst_5.txt,instructions
,,,,,,,,,
E-Mail-Adresse oder Passwort sind nicht korrekt,Adresse e-mail ou mot de passe incorrects,L'adresse e-mail ou le mot de passe sont incorrects.,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_5.txt,instructions
,,,,,,,,,
"Bitte verwenden Sie nicht die automatische Füllfunktion für die Eingabe Ihres Benutzernamen und Passwort, sondern geben diese manuell ein.",Veuillez entrer manuellement votre adresse e-mail et votre mot de passe au lieu d'utiliser la fonctionnalité de pré-remplissage.,"Veuillez ne pas utiliser la fonction de remplissage automatique pour la saisie de votre nom d'utilisateur et de votre mot de passe, mais les saisir manuellement.",FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_5.txt,instructions
,,,,,,,,,
"Ist eine Anmeldung dann immer noch nicht möglich, steht Ihnen unser Leserservice gerne zur Verfügung.","Si vous ne pouvez toujours pas vous connecter, notre service à la clientèle se fera un plaisir de vous aider.","Si l'inscription n'est toujours pas possible, notre service de lecture se tient à votre disposition.",TRUE,FALSE,FALSE,Supertext,DeepL,de-CH_inst_5.txt,instructions
,,,,,,,,,
Wer kann auf das Archiv 1780 zugreifen?,Qui peut accéder à l’Archiv 1780?,Qui peut accéder aux archives 1780 ?,TRUE,FALSE,FALSE,Supertext,DeepL,de-CH_inst_6.txt,instructions
,,,,,,,,,
Das Archiv ist kostenpflichtig.,L’Archiv 1780 est payant.,Les archives sont payantes.,TRUE,FALSE,FALSE,Supertext,DeepL,de-CH_inst_6.txt,instructions
"Wenn Sie ein Abonnement der «Neuen Zürcher Zeitung» haben, können Sie kostenlos darauf zugreifen.","Si vous êtes abonné à la ""Neuen Zürcher Zeitung"", vous pouvez y accéder gratuitement.","Si vous êtes abonné à la « Neue Zürcher Zeitung », vous pouvez y accéder gratuitement.",FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_6.txt,instructions
Als Nicht-Abonnent können Sie Inhalte gegen Bezahlung per Kreditkarte abrufen.,"Si vous n’êtes pas abonné, vous pouvez accéder aux contenus moyennant paiement par carte de crédit.","Si vous n'êtes pas abonné, vous pouvez accéder aux contenus contre paiement par carte de crédit.",FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_6.txt,instructions
,,,,,,,,,
Sie haben keines unserer Produkte abonniert?,Vous n’êtes abonné à aucun de nos produits?,Vous n'êtes abonné à aucun de nos produits ?,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_6.txt,instructions
Dann haben Sie die Möglichkeit über www.swissdox.ch oder über die Zentralbibliothek sowie das Staatsarchiv Zürich ältere Artikel/Ausgaben zu erwerben.,Vous pouvez alors acheter des articles/numéros plus anciens via www.swissdox.ch ou via la Bibliothèque centrale et l’Archiv d’État de Zurich.,"Dans ce cas, vous avez la possibilité d'acquérir des articles/éditions plus anciens sur www.swissdox.ch ou via la bibliothèque centrale ainsi que les archives d'Etat de Zurich.",FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_6.txt,instructions
,,,,,,,,,
"- www.swissdox.ch: In dieser öffentlich zugänglichen Datenbank finden Sie verschiedene Schweizer Publikationen, so auch Artikel (keine Seiten) der NZZ ab ca. 1996 und Artikel der NZZ am Sonntag.","- www.swissdox.ch: Cette base de données accessible au public contient différentes publications suisses, dont des articles (pas de pages) de la NZZ à partir de 1996 et des articles du NZZ am Sonntag.","- www.swissdox.ch : dans cette base de données accessible au public, vous trouverez différentes publications suisses, dont des articles (pas de pages) de la NZZ à partir de 1996 environ et des articles de la NZZ am Sonntag.",FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_6.txt,instructions
Als Zugehörige/r einer Hochschule oder Universität können Sie via Ihr Sekretariates oder Ihre Mediothek einen kostenlosen Zugang erhalten.,"Si vous êtes étudiant(e) ou enseignant(e), vous pouvez obtenir un accès gratuit via votre secrétariat ou votre bibliothèque.","En tant que membre d'une haute école ou d'une université, vous pouvez obtenir un accès gratuit via votre secrétariat ou votre médiathèque.",FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_6.txt,instructions
- Zentralbibliothek Zürich und Staatsarchiv Zürich: In diesen Bibliotheken finden Sie Mikrofilme der NZZ von 1780 bis heute.,- Bibliothèque centrale de Zurich et Archiv d’État de Zurich: Ces bibliothèques contiennent des microfilms de la NZZ de 1780 à aujourd’hui.,"- Zentralbibliothek Zürich et Staatsarchiv Zürich : dans ces bibliothèques, vous trouverez des microfilms de la NZZ de 1780 à nos jours.",FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_6.txt,instructions
Bitte wenden Sie sich auch bezüglich Recherchen in Originalbänden direkt an die jeweilige Bibliothek.,Nous vous recommandons de vous adresser directement à la bibliothèque pour des recherches dans les volumes originaux.,Veuillez également vous adresser directement à la bibliothèque concernée pour toute recherche dans les volumes originaux.,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_6.txt,instructions
,,,,,,,,,
Was ist The Market?,Qu'est-ce que The Market ?,Qu'est-ce que The Market?,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_7.txt,instructions
,,,,,,,,,
"The Market ist ein digitales Finanzmagazin, das sich mit Einordnung, Analyse und Meinung zum Geschehen an den internationalen Finanzmärkten an Anlegerinnen und Anleger richtet.","The Market est un magazine financier numérique qui s'adresse aux investisseurs en leur proposant une mise en perspective, une analyse et une opinion sur les événements qui se déroulent sur les marchés financiers internationaux.","The Market est un magazine financier numérique qui s'adresse aux investisseurs avec des analyses, des commentaires et des conseils d'investissement sur les marchés financiers internationaux.",FALSE,FALSE,TRUE,DeepL,Supertext,de-CH_inst_7.txt,instructions
"The Market wurde 2019 als Gemeinschaftsunternehmen von Mark Dittli, sechs weiteren Aktionären und der NZZ gegründet; Ende 2023 erfolgte die vollständige Übernahme von The Market durch die NZZ.","The Market a été fondé en 2019 en tant qu'entreprise commune par Mark Dittli, six autres actionnaires et la NZZ ; fin 2023, la NZZ a repris l'intégralité de The Market.","The Market a été fondé en 2019 comme coentreprise entre Mark Dittli, six autres actionnaires et la NZZ; la NZZ a pris le contrôle complète de The Market à la fin de 2023.",FALSE,FALSE,TRUE,DeepL,Supertext,de-CH_inst_7.txt,instructions
,,,,,TRUE,,,,
Ihre Vorteile als The Market-Abonnent:,Vos avantages en tant qu'abonné à The Market :,Les avantages d'un abonnement à The Market:,FALSE,FALSE,TRUE,DeepL,Supertext,de-CH_inst_7.txt,instructions
- Konkrete investierbare Anlageempfehlungen,- Des recommandations d'investissement concrètes et investissables.,- Des recommandations d'investissement concrètes,FALSE,FALSE,TRUE,DeepL,Supertext,de-CH_inst_7.txt,instructions
- Verschiedene Musterportfolios,- Différents modèles de portefeuilles,- Des portefeuilles modèles variés,TRUE,FALSE,FALSE,DeepL,Supertext,de-CH_inst_7.txt,instructions
"- Analyse, Einordnung und Meinung zu den Finanzmärkten","- Analyse, mise en perspective et opinion sur les marchés financiers","- Des analyses, des commentaires et des conseils d'investissement sur les marchés financiers",FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_7.txt,instructions
- Exklusive Interviews,- Interviews exclusives,- Des entretiens exclusifs,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_7.txt,instructions
- Premium-Newsletter für Abonnenten,- Bulletin d'information premium pour les abonnés,- Un bulletin d'information premium pour les abonnés,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_7.txt,instructions
- Teilnahme an Video Live Sessions mit der Redaktion,- Participation à des sessions vidéo en direct avec la rédaction,- Des sessions vidéo en direct avec la rédaction,TRUE,FALSE,FALSE,DeepL,Supertext,de-CH_inst_7.txt,instructions
- Echtzeit-Daten der SIX Swiss Exchange,- Données en temps réel de la SIX Swiss Exchange,- Des données en temps réel de la bourse suisse SIX,TRUE,FALSE,FALSE,DeepL,Supertext,de-CH_inst_7.txt,instructions
,,,,,,,,,
Kann ich die Zustellung der Zeitung unterbrechen?,Puis-je interrompre la livraison du journal?,Puis-je interrompre la distribution du journal ?,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_8.txt,instructions
,,,,,,,,,
"Ja, es ist jedoch nur möglich, die Zustellung der gedruckten Zeitung zu unterbrechen, davon ausgenommen sind Probeabonnements mit einer Laufzeit von unter einem halben Jahr.","Oui, mais il est uniquement possible d'interrompre la livraison du journal imprimé, à l'exception des abonnements d'essai d'une durée inférieure à six mois.","Oui, mais il est uniquement possible d'interrompre la distribution du journal imprimé, à l'exception des abonnements d'essai d'une durée inférieure à six mois.",FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_8.txt,instructions
,,,,,,,,,
Sie können die Zustellung Ihrer Print-Ausgabe online in Ihrem Benutzerkonto oder mit einer Nachricht an unseren Leserservice unterbrechen lassen.,"Vous pouvez interrompre la livraison de votre édition imprimée en ligne, dans votre compte utilisateur ou en nous contactant.",Vous pouvez demander l'interruption de la distribution de votre édition imprimée en ligne dans votre compte d'utilisateur ou en envoyant un message à notre service des lecteurs.,TRUE,FALSE,FALSE,Supertext,DeepL,de-CH_inst_8.txt,instructions
Teilen Sie sie uns den Unterbruch mindestens zehn Tage im Voraus mit.,Veuillez nous en informer au moins dix jours à l'avance.,Informez-nous de l'interruption au moins dix jours à l'avance.,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_8.txt,instructions
,,,,,,,,,
"Während der Unterbrechung haben Sie weiterhin uneingeschränkten Zugang zu allen digitalen Inhalten Ihres Abos auf www.NZZ.ch, in der NZZ-App und inklusive E-Paper.","Pendant l'interruption, vous continuez à avoir accès à tous les contenus numériques de votre abonnement sur www.NZZ.ch, dans l'application NZZ et y compris l'e-paper.","Pendant l'interruption, vous continuez à avoir un accès illimité à tous les contenus numériques de votre abonnement sur www.NZZ.ch, dans l'application NZZ et y compris l'E-Paper.",FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_8.txt,instructions
Die unterbrochenen Tage können Ihnen deshalb nicht gutgeschrieben werden.,Les jours d'interruption ne vous seront donc pas crédités.,Les jours d'interruption ne peuvent donc pas vous être crédités.,FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_8.txt,instructions
,,,,,,,,,
"Für Unterbrechungen, die Sie uns telefonisch oder schriftlich per E-Mail, Brief oder Fax mitteilen, erheben wir eine Bearbeitungsgebühr von CHF 8.–.","Pour les interruptions que vous nous communiquez par téléphone ou par écrit (e-mail, lettre ou fax), nous vous facturons des frais de traitement de CHF 8.-.","Pour les interruptions que vous nous communiquez par téléphone ou par écrit, par e-mail, lettre ou fax, nous prélevons des frais de traitement de 8 CHF.",TRUE,FALSE,FALSE,Supertext,DeepL,de-CH_inst_8.txt,instructions
"Unterbrechungen, die Sie selbst in Ihrem Benutzerkonto erfassen, sind kostenlos.",Les interruptions que vous effectuez vous-même dans votre compte utilisateur sont gratuites.,Les interruptions que vous saisissez vous-même dans votre compte utilisateur sont gratuites.,FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_8.txt,instructions
,,,,,,,,,
Wie kann ich die NZZ als Startseite festlegen?,Comment puis-je définir la NZZ comme page d'accueil ?,Comment fixer NZZ comme page d'accueil?,TRUE,FALSE,FALSE,DeepL,Supertext,de-CH_inst_9.txt,instructions
,,,,,,,,,
Öffnen Sie Ihren Browser:,Ouvrez votre navigateur :,Ouvrez votre navigateur:,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_9.txt,instructions
"- Stellen Sie sicher, dass der Browser geöffnet ist, den Sie verwenden möchten (z.B. Google Chrome, Mozilla Firefox, Microsoft Edge, Safari).","- Assurez-vous que le navigateur que vous souhaitez utiliser est ouvert (par ex. Google Chrome, Mozilla Firefox, Microsoft Edge, Safari).","- Assurez-vous que le navigateur que vous souhaitez utiliser est ouvert (par exemple Google Chrome, Mozilla Firefox, Microsoft Edge, Safari).",FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_9.txt,instructions
,,,,FALSE,,,,,
