source,translation_A,translation_B,A,equal,B,label_A,label_B,text,text_type
2. Unter den Rechnungsstellern «Neue Zürcher Zeitung» suchen und auswählen.,"2. Search for and select the ""Neue Zürcher Zeitung"" under the list of billers.",2. search for ‘Neue Zürcher Zeitung’ among the billers and select it.,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_4.txt,instructions
3. Zur Anmeldung Kundennummer eingeben (diese finden Sie auf der Rechnung und in Ihrem Benutzerkonto).,3. Enter your customer number (found on the invoice and in your user account) to register.,3. enter your customer number to log in (you will find this on the bill and in your user account).,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_4.txt,instructions
,,,,,,,,,
Hinweis:,Hint:,Please note:,FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_4.txt,instructions
,,,,,,,,,
Monatsabonnemente können nicht per E-Rechnung / E-Bill gezahlt werden.,Monthly subscriptions cannot be paid by E-invoice/E-bill.,Monthly subscriptions cannot be paid by e-bill.,TRUE,FALSE,FALSE,Supertext,DeepL,de-CH_inst_4.txt,instructions
,,,,,,,,,
Ich kann mich nicht ins NZZ-E-Paper einloggen.,I cannot log in to the NZZ E-Paper.,I cannot log in to the NZZ e-paper.,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_5.txt,instructions
,,,,,,,,,
Passwort vergessen,Forgotten password,Forgotten password,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_5.txt,instructions
,,,,,,,,,
"Wenn Sie Ihr Passwort vergessen haben, können Sie unter Passwort vergessen ein neues anfordern.","If you have forgotten your password, you can request a new one under Forgotten password.","If you have forgotten your password, you can request a new one under Forgot password.",TRUE,FALSE,FALSE,Supertext,DeepL,de-CH_inst_5.txt,instructions
,,,,,,,,,
Fehlermeldung: Es ist ein unerwarteter Fehler aufgetreten,Error message: An unexpected error has occurred,Error message: An unexpected error has occurred,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_5.txt,instructions
,,,,,,,,,
"Bitte prüfen Sie, dass Datum und Uhrzeit auf Ihrem Gerät aktuell sind.",Please check that the date and time on your device are up-to-date.,Please check that the date and time on your device are up to date.,TRUE,FALSE,FALSE,Supertext,DeepL,de-CH_inst_5.txt,instructions
"Weicht Ihre Uhrzeit (+/- 5 Min.) von der aktuellen Uhrzeit ab, ist eine Anmeldung nicht möglich.","If your device's clock differs by more than five minutes from the current time, you will not be able to log in.","If your time differs (+/- 5 minutes) from the current time, it is not possible to log in.",FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_5.txt,instructions
Diese Regelung dient zu Ihrem und unserem Schutz und wird von der Internet-Engineering-Task-Force (IETF®) empfohlen.,This rule is in place for your and our protection and is recommended by the Internet Engineering Task Force (IETF®).,This rule is for your and our protection and is recommended by the Internet Engineering Task Force (IETF®).,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_5.txt,instructions
,,,,,,,,,
Wir empfehlen Ihnen die Zeit- und Zeitzonen Ihres Tablet/Smartphone über die Systemeinstellungen auf automatisch zu setzen.,We recommend that you set the time and time zone of your tablet/smartphone to automatic in the system settings.,We recommend that you set the time and time zones of your tablet/smartphone to automatic via the system settings.,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_5.txt,instructions
,,,,,,,,,
E-Mail-Adresse oder Passwort sind nicht korrekt,Email address or password is incorrect,Email address or password are incorrect,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_5.txt,instructions
,,,,,,,,,
"Bitte verwenden Sie nicht die automatische Füllfunktion für die Eingabe Ihres Benutzernamen und Passwort, sondern geben diese manuell ein.","Please do not use the automatic fill function to enter your username and password. Instead, enter them manually.","Please do not use the auto-fill function to enter your user name and password, but enter them manually.",FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_5.txt,instructions
,,,,,,,,,
"Ist eine Anmeldung dann immer noch nicht möglich, steht Ihnen unser Leserservice gerne zur Verfügung.","If you are still unable to log in, please contact our customer service.","If you are still unable to log in, our reader service will be happy to help you.",FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_5.txt,instructions
,,,,,,,,,
Wer kann auf das Archiv 1780 zugreifen?,Who can access the 1780 archive?,Who can access the 1780 archive?,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_6.txt,instructions
,,,,,,,,,
Das Archiv ist kostenpflichtig.,The archive is a paid service.,The archive is subject to a charge.,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_6.txt,instructions
"Wenn Sie ein Abonnement der «Neuen Zürcher Zeitung» haben, können Sie kostenlos darauf zugreifen.","If you have a subscription to the Neue Zürcher Zeitung, you can access it free of charge.","If you have a subscription to the ‘Neue Zürcher Zeitung’, you can access it free of charge.",FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_6.txt,instructions
Als Nicht-Abonnent können Sie Inhalte gegen Bezahlung per Kreditkarte abrufen.,"If you are not a subscriber, you can access content for a fee by credit card.","As a non-subscriber, you can access content against payment by credit card.",FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_6.txt,instructions
,,,,,,,,,
Sie haben keines unserer Produkte abonniert?,You do not have a subscription to any of our products?,Not subscribed to any of our products?,FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_6.txt,instructions
Dann haben Sie die Möglichkeit über www.swissdox.ch oder über die Zentralbibliothek sowie das Staatsarchiv Zürich ältere Artikel/Ausgaben zu erwerben.,Then you can purchase older articles/issues via www.swissdox.ch or the Central Library and the State Archive of Zurich.,Then you have the option of purchasing older articles/issues via www.swissdox.ch or via the Central Library and the Zurich State Archives.,FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_6.txt,instructions
,,,,,,,,,
- www.swissdox.ch:,- www.swissdox.ch:,- www.swissdox.ch:,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_6.txt,instructions
"In dieser öffentlich zugänglichen Datenbank finden Sie verschiedene Schweizer Publikationen, so auch Artikel (keine Seiten) der NZZ ab ca. 1996 und Artikel der NZZ am Sonntag.","This database contains various Swiss publications, including articles (no pages) from the NZZ from around 1996 and articles from the NZZ am Sonntag.","In this publicly accessible database you will find various Swiss publications, including articles (no pages) from the NZZ from around 1996 and articles from the NZZ am Sonntag.",FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_6.txt,instructions
Als Zugehörige/r einer Hochschule oder Universität können Sie via Ihr Sekretariates oder Ihre Mediothek einen kostenlosen Zugang erhalten.,"If you are affiliated with a university or college, you can obtain free access via your secretariat or library.","As a member of a college or university, you can obtain free access via your secretariat or media centre.",FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_6.txt,instructions
- Zentralbibliothek Zürich und Staatsarchiv Zürich:,- Central Library of Zurich and State Archive of Zurich:,- Zurich Central Library and Zurich State Archives:,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_6.txt,instructions
In diesen Bibliotheken finden Sie Mikrofilme der NZZ von 1780 bis heute.,These libraries contain microfilms of the NZZ from 1780 to the present day.,In these libraries you will find microfilms of the NZZ from 1780 to the present day.,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_6.txt,instructions
Bitte wenden Sie sich auch bezüglich Recherchen in Originalbänden direkt an die jeweilige Bibliothek.,Please also contact the respective library directly for any queries regarding research in the original volumes.,Please also contact the respective library directly for research in original volumes.,TRUE,FALSE,FALSE,Supertext,DeepL,de-CH_inst_6.txt,instructions
,,,,,,,,,
Was ist The Market?,What is The Market?,What is The Market?,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_7.txt,instructions
,,,,,,,,,
"The Market ist ein digitales Finanzmagazin, das sich mit Einordnung, Analyse und Meinung zum Geschehen an den internationalen Finanzmärkten an Anlegerinnen und Anleger richtet.","The Market is a digital financial magazine aimed at investors with classification, analyses and opinions on events on the international financial markets.","The Market is a digital financial magazine that provides investors with context, analysis and opinion on the happenings on the international financial markets.",FALSE,FALSE,TRUE,DeepL,Supertext,de-CH_inst_7.txt,instructions
"The Market wurde 2019 als Gemeinschaftsunternehmen von Mark Dittli, sechs weiteren Aktionären und der NZZ gegründet; Ende 2023 erfolgte die vollständige Übernahme von The Market durch die NZZ.","The Market was founded in 2019 as a joint venture between Mark Dittli, six other shareholders and the NZZ; The Market was fully acquired by the NZZ at the end of 2023.","The Market was founded in 2019 as a joint venture between Mark Dittli, six other shareholders and NZZ; it was fully acquired by NZZ at the end of 2023.",FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_7.txt,instructions
,,,,,,,,,
Ihre Vorteile als The Market-Abonnent:,Your benefits as a The Market subscriber:,Your benefits as a The Market subscriber:,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_7.txt,instructions
- Konkrete investierbare Anlageempfehlungen,- Specific investable investment recommendations,- Concrete investment recommendations,FALSE,FALSE,TRUE,DeepL,Supertext,de-CH_inst_7.txt,instructions
- Verschiedene Musterportfolios,- Various model portfolios,- Various model portfolios,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_7.txt,instructions
"- Analyse, Einordnung und Meinung zu den Finanzmärkten","- Analysis, classification and opinion on the financial markets","- Analysis, context and opinion on the financial markets",FALSE,FALSE,TRUE,DeepL,Supertext,de-CH_inst_7.txt,instructions
- Exklusive Interviews,- Exclusive interviews,- Exclusive interviews,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_7.txt,instructions
- Premium-Newsletter für Abonnenten,- Premium newsletter for subscribers,- Premium newsletter for subscribers,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_7.txt,instructions
- Teilnahme an Video Live Sessions mit der Redaktion,- Participation in live video sessions with the editorial team,- Participation in video live sessions with the editorial team,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_7.txt,instructions
- Echtzeit-Daten der SIX Swiss Exchange,- Real-time data from the SIX Swiss Exchange,- Real-time data from the SIX Swiss Exchange,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_7.txt,instructions
,,,,,,,,,
Kann ich die Zustellung der Zeitung unterbrechen?,Can I interrupt the delivery of the newspaper?,Can I interrupt the delivery of the newspaper?,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_8.txt,instructions
,,,,,,,,,
"Ja, es ist jedoch nur möglich, die Zustellung der gedruckten Zeitung zu unterbrechen, davon ausgenommen sind Probeabonnements mit einer Laufzeit von unter einem halben Jahr.","Yes, but it is only possible to interrupt the delivery of the printed newspaper, excluding trial subscriptions with a term of less than half a year.","Yes, but it is only possible to interrupt the delivery of the printed newspaper, with the exception of trial subscriptions with a term of less than six months.",FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_8.txt,instructions
,,,,,,,,,
Sie können die Zustellung Ihrer Print-Ausgabe online in Ihrem Benutzerkonto oder mit einer Nachricht an unseren Leserservice unterbrechen lassen.,You can interrupt the delivery of your print edition online in your user account or by contacting our customer service. ,You can interrupt the delivery of your print edition online in your user account or by sending a message to our reader service. ,FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_8.txt,instructions
Teilen Sie sie uns den Unterbruch mindestens zehn Tage im Voraus mit.,Please notify us of the interruption at least ten days in advance.,Please inform us of the interruption at least ten days in advance.,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_8.txt,instructions
,,,,,,,,,
"Während der Unterbrechung haben Sie weiterhin uneingeschränkten Zugang zu allen digitalen Inhalten Ihres Abos auf www.NZZ.ch, in der NZZ-App und inklusive E-Paper.","During the interruption, you will continue to have unlimited access to all digital content of your subscription on www.NZZ.ch, in the NZZ app and including the e-paper.","During the interruption, you will continue to have unrestricted access to all the digital content of your subscription on www.NZZ.ch, in the NZZ app and including the e-paper.",FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_8.txt,instructions
Die unterbrochenen Tage können Ihnen deshalb nicht gutgeschrieben werden.,"Therefore, the interrupted days cannot be credited to you.",The interrupted days can therefore not be credited to you.,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_8.txt,instructions
,,,,,,,,,
"Für Unterbrechungen, die Sie uns telefonisch oder schriftlich per E-Mail, Brief oder Fax mitteilen, erheben wir eine Bearbeitungsgebühr von CHF 8.–.","For interruptions that you notify us of by phone or in writing by email, letter or fax, we charge a handling fee of CHF 8.-.","We charge a processing fee of CHF 8 for interruptions that you notify us of by telephone or in writing by e-mail, letter or fax.",FALSE,FALSE,TRUE,Supertext,DeepL,de-CH_inst_8.txt,instructions
"Unterbrechungen, die Sie selbst in Ihrem Benutzerkonto erfassen, sind kostenlos.",Interruptions that you enter yourself in your user account are free of charge.,Interruptions that you enter yourself in your user account are free of charge.,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_8.txt,instructions
,,,,,,,,,
Wie kann ich die NZZ als Startseite festlegen?,How can I set the NZZ as my start page?,How can I set NZZ as my homepage?,FALSE,FALSE,TRUE,DeepL,Supertext,de-CH_inst_9.txt,instructions
,,,,,,,,,
Öffnen Sie Ihren Browser:,Open your browser:,Open your browser:,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_9.txt,instructions
"- Stellen Sie sicher, dass der Browser geöffnet ist, den Sie verwenden möchten (z.B. Google Chrome, Mozilla Firefox, Microsoft Edge, Safari).","- Make sure the browser you want to use is open (e.g. Google Chrome, Mozilla Firefox, Microsoft Edge, Safari).","- Make sure the browser you want to use is open (e.g., Google Chrome, Mozilla Firefox, Microsoft Edge, Safari).",FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_9.txt,instructions
,,,,,,,,,
Gehen Sie zu den Einstellungen:,Go to the settings:,Go to settings:,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_9.txt,instructions
"- In den meisten Browsern finden Sie die Einstellungen oder Optionen im Menü oben rechts, oft dargestellt durch drei Punkte (?) oder Striche (≡).","- In most browsers, you will find the settings or options in the menu at the top right, often represented by three dots (?) or dashes (≡).","- In most browsers, you'll find the settings or options in the menu in the top right corner, often represented by three dots (?) or lines (≡).",FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_9.txt,instructions
"- Klicken Sie auf diese Punkte oder Striche, um das Menü zu öffnen, und wählen Sie dann Einstellungen.",- Click on these dots or dashes to open the menu and then select Settings.,"- Click on these dots or lines to open the menu, and then select Settings.",FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_9.txt,instructions
,,,,,,,,,
Finden Sie die Option für die Startseite:,Find the option for the home page:,Find the option for the homepage:,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_9.txt,instructions
- In den Einstellungen gibt es einen Abschnitt für die Startseite oder Beim Start.,"- In Settings, there is a section for Home page or On startup.","- In the settings, there is a section for the homepage or start page.",FALSE,FALSE,TRUE,DeepL,Supertext,de-CH_inst_9.txt,instructions
- Suchen Sie nach einer Option wie „Startseite festlegen“ oder „Beim Start“ (je nach Browser kann der genaue Wortlaut unterschiedlich sein).,- Look for an option such as ‘Set home page’ or ‘On startup’ (the exact wording may vary depending on your browser).,"- Look for an option like ""Set homepage"" or ""Start page"" (the exact wording may vary depending on the browser).",FALSE,FALSE,TRUE,DeepL,Supertext,de-CH_inst_9.txt,instructions
,,,,,,,,,
NZZ.de als Startseite festlegen:,Set NZZ.de as your start page:,Set NZZ.de as your homepage:,FALSE,FALSE,TRUE,DeepL,Supertext,de-CH_inst_9.txt,instructions
"- Wenn Sie die Option „Bestimmte Seite öffnen“ sehen, wählen Sie diese aus.","- If you see the option ‘Open specific page’, select it.","- If you see an option called ""Open a specific page,"" select it.",FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_9.txt,instructions
- Geben Sie in das Eingabefeld https://www.nzz.de ein.,- Enter https://www.nzz.de in the input field.,- Enter https://www.nzz.de in the input field.,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_9.txt,instructions
,,,,,,,,,
Einstellungen speichern:,Save settings:,Save settings:,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_9.txt,instructions
"- Die meisten Browser speichern die Änderung automatisch, sobald Sie das Feld verlassen.",- Most browsers save the change automatically as soon as you exit the field.,- Most browsers will save the change automatically as soon as you leave the field.,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_9.txt,instructions
Sie können das Einstellungsfenster nun schließen.,You can now close the settings window.,You can now close the settings window.,FALSE,TRUE,FALSE,DeepL,Supertext,de-CH_inst_9.txt,instructions
,,,,,,,,,
Wofür steht der Bereich «Meine NZZ»?,"What is the ""My NZZ"" section?",What is the ‘My NZZ’ section for?,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_10.txt,instructions
,,,,,,,,,
"In diesem Bereich finden Sie Ihre persönlichen Einstellungen (tippen Sie dafür auf das Zahnrad-Symbol oben rechts) sowie drei Registerkarten, die Sie direkt antippen oder durch Wischen auf dem Display ansteuern können:","In this section, you can find your personal settings (tap the gear icon in the top right corner) and three tabs that you can tap directly or navigate to by swiping on the screen:",In this area you will find your personal settings (tap on the cogwheel symbol at the top right) as well as three tabs that you can tap directly or swipe on the display:,TRUE,FALSE,FALSE,Supertext,DeepL,de-CH_inst_10.txt,instructions
,,,,,,,,,
«Mein Feed»,"""My Feed""",‘My feed’,FALSE,TRUE,FALSE,Supertext,DeepL,de-CH_inst_10.txt,instructions
,,,,,,,,,
